tag,hurr_name,ymd,hours,record_identifier,system_status,lat,long,max_wind,min_pressure
AL011906,UNNAMED,19060611,1200,,TS,26.5N,85.0W,45,-999
AL011906,UNNAMED,19060611,1800,,TS,27.0N,85.2W,45,-999
AL011906,UNNAMED,19060612,0000,,TS,27.5N,85.4W,45,-999
AL011906,UNNAMED,19060612,0600,,TS,28.0N,85.5W,45,-999
AL011906,UNNAMED,19060612,1200,,TS,28.7N,85.5W,45,-999
AL011906,UNNAMED,19060612,1800,,TS,29.6N,85.6W,45,-999
AL011906,UNNAMED,19060612,2000,L,TS,30.1N,85.6W,45,-999
AL011906,UNNAMED,19060613,0000,,TS,30.7N,85.6W,40,-999
AL011906,UNNAMED,19060613,0600,,TS,31.8N,85.7W,35,-999
AL011906,UNNAMED,19060613,1200,,TS,33.0N,85.7W,35,-999
AL011906,UNNAMED,19060613,1800,,TD,34.6N,86.5W,30,-999
AL011906,UNNAMED,19060614,0000,,EX,36.2N,87.7W,30,-999
AL011906,UNNAMED,19060614,0600,,EX,38.0N,89.1W,30,-999
AL011906,UNNAMED,19060614,1200,,EX,40.0N,89.5W,30,-999
AL011906,UNNAMED,19060614,1800,,EX,41.8N,89.8W,30,-999
AL021906,UNNAMED,19060614,0600,,TS,22.9N,76.4W,35,-999
AL021906,UNNAMED,19060614,1200,,TS,23.0N,77.5W,35,-999
AL021906,UNNAMED,19060614,1800,,TS,23.1N,78.2W,35,-999
AL021906,UNNAMED,19060615,0000,,TS,23.1N,79.0W,35,-999
AL021906,UNNAMED,19060615,0600,,TS,23.2N,79.8W,40,-999
AL021906,UNNAMED,19060615,1200,,TS,23.3N,80.5W,40,-999
AL021906,UNNAMED,19060615,1800,,TS,23.3N,80.8W,45,-999
AL021906,UNNAMED,19060616,0000,,TS,23.3N,81.1W,50,-999
AL021906,UNNAMED,19060616,0600,,TS,23.3N,81.3W,55,-999
AL021906,UNNAMED,19060616,1200,,TS,23.5N,81.5W,60,-999
AL021906,UNNAMED,19060616,1800,,HU,24.0N,81.5W,65,-999
AL021906,UNNAMED,19060617,0000,,HU,24.5N,81.3W,70,-999
AL021906,UNNAMED,19060617,0300,L,HU,24.7N,81.1W,70,-999
AL021906,UNNAMED,19060617,0600,,HU,25.0N,80.9W,75,979
AL021906,UNNAMED,19060617,0800,L,HU,25.2N,80.7W,75,979
AL021906,UNNAMED,19060617,1200,,HU,25.7N,80.3W,75,-999
AL021906,UNNAMED,19060617,1800,,HU,26.7N,79.0W,75,-999
AL021906,UNNAMED,19060618,0000,,HU,28.1N,77.5W,80,-999
AL021906,UNNAMED,19060618,0600,,HU,29.5N,76.1W,80,-999
AL021906,UNNAMED,19060618,1200,,HU,31.0N,74.7W,85,-999
AL021906,UNNAMED,19060618,1800,,HU,32.4N,73.4W,85,-999
AL021906,UNNAMED,19060619,0000,,HU,33.8N,72.3W,90,-999
AL021906,UNNAMED,19060619,0600,,HU,35.1N,71.2W,90,-999
AL021906,UNNAMED,19060619,1200,,HU,36.3N,69.5W,90,-999
AL021906,UNNAMED,19060619,1800,,HU,36.7N,68.2W,85,-999
AL021906,UNNAMED,19060620,0000,,HU,36.6N,67.2W,80,-999
AL021906,UNNAMED,19060620,0600,,HU,36.3N,66.0W,75,-999
AL021906,UNNAMED,19060620,1200,,HU,36.0N,65.0W,65,-999
AL021906,UNNAMED,19060620,1800,,HU,35.7N,64.6W,65,-999
AL021906,UNNAMED,19060621,0000,,TS,35.4N,64.1W,55,-999
AL021906,UNNAMED,19060621,0600,,TS,35.1N,63.6W,50,-999
AL021906,UNNAMED,19060621,1200,,TS,35.0N,63.0W,45,-999
AL021906,UNNAMED,19060621,1800,,TS,35.2N,62.3W,45,-999
AL021906,UNNAMED,19060622,0000,,TS,35.6N,61.6W,45,-999
AL021906,UNNAMED,19060622,0600,,TS,35.8N,60.8W,40,-999
AL021906,UNNAMED,19060622,1200,,TS,36.0N,60.0W,40,-999
AL021906,UNNAMED,19060622,1800,,TS,36.3N,59.0W,40,-999
AL021906,UNNAMED,19060623,0000,,TS,36.5N,57.8W,35,-999
AL021906,UNNAMED,19060623,0600,,TS,36.8N,56.5W,35,-999
AL021906,UNNAMED,19060623,1200,,TS,37.0N,55.1W,35,-999
AL021906,UNNAMED,19060623,1800,,EX,37.3N,53.0W,30,-999
AL031906,UNNAMED,19060822,0600,,TD,28.7N,53.1W,30,-999
AL031906,UNNAMED,19060822,1200,,TD,29.0N,54.0W,30,-999
AL031906,UNNAMED,19060822,1800,,TD,29.4N,54.8W,30,-999
AL031906,UNNAMED,19060823,0000,,TS,29.9N,55.6W,35,-999
AL031906,UNNAMED,19060823,0600,,TS,30.5N,56.5W,35,-999
AL031906,UNNAMED,19060823,1200,,TS,31.3N,56.7W,40,-999
AL031906,UNNAMED,19060823,1800,,TS,32.1N,56.4W,45,-999
AL031906,UNNAMED,19060824,0000,,TS,32.6N,55.8W,50,-999
AL031906,UNNAMED,19060824,0600,,TS,33.0N,55.1W,55,-999
AL031906,UNNAMED,19060824,1200,,TS,33.8N,54.1W,60,-999
AL031906,UNNAMED,19060824,1800,,TS,34.9N,52.8W,60,-999
AL031906,UNNAMED,19060825,0000,,TS,36.4N,51.2W,55,-999
AL031906,UNNAMED,19060825,0600,,EX,37.5N,49.7W,50,-999
AL031906,UNNAMED,19060825,1200,,EX,39.0N,48.0W,45,-999
AL031906,UNNAMED,19060825,1800,,EX,40.2N,46.3W,40,-999
AL041906,UNNAMED,19060825,1200,,TS,14.0N,21.0W,35,-999
AL041906,UNNAMED,19060825,1800,,TS,14.0N,22.5W,35,-999
AL041906,UNNAMED,19060826,0000,,TS,14.0N,24.0W,40,-999
AL041906,UNNAMED,19060826,0600,,TS,14.0N,25.5W,40,-999
AL041906,UNNAMED,19060826,1200,,TS,14.0N,27.0W,45,-999
AL041906,UNNAMED,19060826,1800,,TS,14.0N,28.5W,45,-999
AL041906,UNNAMED,19060827,0000,,TS,14.0N,30.0W,50,-999
AL041906,UNNAMED,19060827,0600,,TS,14.0N,31.5W,50,-999
AL041906,UNNAMED,19060827,1200,,TS,14.0N,33.0W,55,-999
AL041906,UNNAMED,19060827,1800,,TS,14.0N,34.6W,55,-999
AL041906,UNNAMED,19060828,0000,,TS,13.9N,36.2W,60,-999
AL041906,UNNAMED,19060828,0600,,TS,13.9N,37.8W,60,-999
AL041906,UNNAMED,19060828,1200,,HU,13.8N,39.5W,65,-999
AL041906,UNNAMED,19060828,1800,,HU,13.8N,41.2W,65,-999
AL041906,UNNAMED,19060829,0000,,HU,13.7N,42.8W,70,-999
AL041906,UNNAMED,19060829,0600,,HU,13.7N,44.4W,70,-999
AL041906,UNNAMED,19060829,1200,,HU,13.6N,46.0W,70,-999
AL041906,UNNAMED,19060829,1800,,HU,13.6N,47.7W,70,-999
AL041906,UNNAMED,19060830,0000,,HU,13.6N,49.3W,75,-999
AL041906,UNNAMED,19060830,0600,,HU,13.5N,50.9W,75,-999
AL041906,UNNAMED,19060830,1200,,HU,13.5N,52.5W,75,-999
AL041906,UNNAMED,19060830,1800,,HU,13.7N,54.0W,80,-999
AL041906,UNNAMED,19060831,0000,,HU,14.1N,55.3W,80,-999
AL041906,UNNAMED,19060831,0600,,HU,14.5N,56.5W,80,-999
AL041906,UNNAMED,19060831,1200,,HU,15.0N,57.5W,85,-999
AL041906,UNNAMED,19060831,1800,,HU,15.5N,58.3W,85,-999
AL041906,UNNAMED,19060901,0000,,HU,16.0N,59.0W,85,-999
AL041906,UNNAMED,19060901,0600,,HU,16.5N,60.0W,85,-999
AL041906,UNNAMED,19060901,1200,,HU,17.0N,60.7W,90,-999
AL041906,UNNAMED,19060901,1800,,HU,17.5N,61.4W,90,-999
AL041906,UNNAMED,19060902,0000,,HU,18.0N,62.2W,90,-999
AL041906,UNNAMED,19060902,0600,,HU,18.5N,63.1W,90,-999
AL041906,UNNAMED,19060902,1200,,HU,19.0N,64.0W,90,-999
AL041906,UNNAMED,19060902,1800,,HU,19.3N,64.7W,95,-999
AL041906,UNNAMED,19060903,0000,,HU,19.6N,65.4W,95,-999
AL041906,UNNAMED,19060903,0600,,HU,19.8N,66.0W,100,-999
AL041906,UNNAMED,19060903,1200,,HU,20.0N,66.7W,100,-999
AL041906,UNNAMED,19060903,1800,,HU,20.3N,67.6W,105,-999
AL041906,UNNAMED,19060904,0000,,HU,20.6N,68.3W,105,-999
AL041906,UNNAMED,19060904,0600,,HU,20.9N,69.0W,110,-999
AL041906,UNNAMED,19060904,1200,,HU,21.3N,69.6W,110,-999
AL041906,UNNAMED,19060904,1800,,HU,21.6N,70.2W,110,-999
AL041906,UNNAMED,19060905,0000,,HU,22.1N,70.8W,115,-999
AL041906,UNNAMED,19060905,0600,,HU,22.5N,71.4W,115,-999
AL041906,UNNAMED,19060905,1200,,HU,23.1N,72.0W,115,-999
AL041906,UNNAMED,19060905,1800,,HU,23.5N,72.7W,115,-999
AL041906,UNNAMED,19060906,0000,,HU,23.9N,73.4W,115,-999
AL041906,UNNAMED,19060906,0600,,HU,24.4N,74.0W,115,-999
AL041906,UNNAMED,19060906,1200,,HU,25.0N,74.7W,115,-999
AL041906,UNNAMED,19060906,1800,,HU,25.8N,75.6W,110,-999
AL041906,UNNAMED,19060907,0000,,HU,26.8N,76.4W,110,-999
AL041906,UNNAMED,19060907,0600,,HU,27.9N,76.6W,110,-999
AL041906,UNNAMED,19060907,1200,,HU,29.0N,76.0W,110,-999
AL041906,UNNAMED,19060907,1800,,HU,29.5N,74.8W,110,-999
AL041906,UNNAMED,19060908,0000,,HU,29.8N,73.5W,110,-999
AL041906,UNNAMED,19060908,0600,,HU,30.0N,72.1W,110,-999
AL041906,UNNAMED,19060908,1200,,HU,30.3N,70.5W,110,-999
AL041906,UNNAMED,19060908,1800,,HU,30.7N,69.3W,110,-999
AL041906,UNNAMED,19060909,0000,,HU,31.3N,68.1W,105,-999
AL041906,UNNAMED,19060909,0600,,HU,31.9N,66.9W,105,-999
AL041906,UNNAMED,19060909,1200,,HU,32.5N,65.7W,105,-999
AL041906,UNNAMED,19060909,1800,,HU,33.6N,64.3W,105,-999
AL041906,UNNAMED,19060910,0000,,HU,34.7N,62.9W,100,-999
AL041906,UNNAMED,19060910,0600,,HU,35.8N,61.4W,100,-999
AL041906,UNNAMED,19060910,1200,,HU,37.0N,60.0W,100,-999
AL041906,UNNAMED,19060910,1800,,HU,38.4N,56.9W,100,-999
AL041906,UNNAMED,19060911,0000,,HU,40.0N,52.8W,95,950
AL041906,UNNAMED,19060911,0600,,HU,42.2N,48.8W,85,-999
AL041906,UNNAMED,19060911,1200,,EX,45.0N,45.0W,75,-999
AL041906,UNNAMED,19060911,1800,,EX,47.5N,40.4W,65,-999
AL041906,UNNAMED,19060912,0000,,EX,49.5N,35.4W,60,-999
AL041906,UNNAMED,19060912,0600,,EX,51.3N,30.3W,55,-999
AL041906,UNNAMED,19060912,1200,,EX,53.0N,25.0W,50,-999
AL041906,UNNAMED,19060912,1800,,EX,54.0N,20.3W,45,-999
AL051906,UNNAMED,19060903,1200,,TS,10.2N,33.0W,35,-999
AL051906,UNNAMED,19060903,1800,,TS,10.3N,33.7W,35,-999
AL051906,UNNAMED,19060904,0000,,TS,10.3N,34.2W,35,-999
AL051906,UNNAMED,19060904,0600,,TS,10.4N,34.9W,35,-999
AL051906,UNNAMED,19060904,1200,,TS,10.5N,35.7W,35,-999
AL051906,UNNAMED,19060904,1800,,TS,10.6N,36.6W,35,-999
AL051906,UNNAMED,19060905,0000,,TS,10.9N,37.6W,35,-999
AL051906,UNNAMED,19060905,0600,,TS,11.2N,38.5W,35,-999
AL051906,UNNAMED,19060905,1200,,TS,11.6N,39.5W,35,-999
AL051906,UNNAMED,19060905,1800,,TS,12.0N,40.5W,35,-999
AL051906,UNNAMED,19060906,0000,,TS,12.4N,41.4W,35,-999
AL051906,UNNAMED,19060906,0600,,TS,12.8N,42.3W,35,-999
AL051906,UNNAMED,19060906,1200,,TS,13.2N,43.2W,35,-999
AL051906,UNNAMED,19060906,1800,,TS,13.7N,44.2W,35,-999
AL051906,UNNAMED,19060907,0000,,TS,14.1N,44.9W,40,-999
AL051906,UNNAMED,19060907,0600,,TS,14.6N,45.6W,40,-999
AL051906,UNNAMED,19060907,1200,,TS,15.1N,46.2W,40,-999
AL051906,UNNAMED,19060907,1800,,TS,15.3N,46.6W,40,-999
AL051906,UNNAMED,19060908,0000,,TS,15.5N,47.1W,40,-999
AL051906,UNNAMED,19060908,0600,,TS,15.7N,47.5W,40,-999
AL051906,UNNAMED,19060908,1200,,TS,16.0N,48.0W,40,-999
AL051906,UNNAMED,19060908,1800,,TS,16.4N,48.4W,40,-999
AL051906,UNNAMED,19060909,0000,,TS,16.9N,48.8W,45,-999
AL051906,UNNAMED,19060909,0600,,TS,17.5N,49.1W,45,-999
AL051906,UNNAMED,19060909,1200,,TS,18.0N,49.3W,45,-999
AL051906,UNNAMED,19060909,1800,,TS,18.4N,49.6W,45,-999
AL051906,UNNAMED,19060910,0000,,TS,18.8N,49.9W,50,-999
AL051906,UNNAMED,19060910,0600,,TS,19.3N,50.3W,50,-999
AL051906,UNNAMED,19060910,1200,,TS,19.7N,50.7W,50,-999
AL051906,UNNAMED,19060910,1800,,TS,20.2N,51.3W,50,-999
AL051906,UNNAMED,19060911,0000,,TS,20.6N,52.1W,55,-999
AL051906,UNNAMED,19060911,0600,,TS,20.8N,53.0W,55,-999
AL051906,UNNAMED,19060911,1200,,TS,21.0N,54.0W,55,-999
AL051906,UNNAMED,19060911,1800,,TS,21.4N,55.3W,55,-999
AL051906,UNNAMED,19060912,0000,,TS,21.8N,56.5W,60,-999
AL051906,UNNAMED,19060912,0600,,TS,22.2N,57.7W,60,-999
AL051906,UNNAMED,19060912,1200,,HU,22.7N,59.0W,65,-999
AL051906,UNNAMED,19060912,1800,,HU,23.0N,60.2W,65,-999
AL051906,UNNAMED,19060913,0000,,HU,23.2N,61.2W,70,-999
AL051906,UNNAMED,19060913,0600,,HU,23.6N,62.3W,70,-999
AL051906,UNNAMED,19060913,1200,,HU,24.3N,63.3W,75,-999
AL051906,UNNAMED,19060913,1800,,HU,25.3N,64.1W,75,-999
AL051906,UNNAMED,19060914,0000,,HU,26.6N,64.7W,80,-999
AL051906,UNNAMED,19060914,0600,,HU,27.9N,65.5W,80,-999
AL051906,UNNAMED,19060914,1200,,HU,29.0N,66.3W,80,-999
AL051906,UNNAMED,19060914,1800,,HU,29.5N,66.7W,80,-999
AL051906,UNNAMED,19060915,0000,,HU,29.9N,67.1W,80,-999
AL051906,UNNAMED,19060915,0600,,HU,30.2N,67.5W,80,-999
AL051906,UNNAMED,19060915,1200,,HU,30.5N,68.0W,80,-999
AL051906,UNNAMED,19060915,1800,,HU,30.9N,68.5W,80,-999
AL051906,UNNAMED,19060916,0000,,HU,31.2N,69.0W,80,-999
AL051906,UNNAMED,19060916,0600,,HU,31.5N,69.7W,80,-999
AL051906,UNNAMED,19060916,1200,,HU,31.7N,70.7W,80,-999
AL051906,UNNAMED,19060916,1800,,HU,32.0N,72.0W,80,-999
AL051906,UNNAMED,19060917,0000,,HU,32.0N,73.4W,80,-999
AL051906,UNNAMED,19060917,0600,,HU,32.1N,75.1W,80,-999
AL051906,UNNAMED,19060917,1200,,HU,32.3N,76.7W,80,-999
AL051906,UNNAMED,19060917,1800,,HU,32.9N,78.2W,80,977
AL051906,UNNAMED,19060917,2200,L,HU,33.3N,79.2W,80,977
AL051906,UNNAMED,19060918,0000,,TS,33.5N,79.8W,60,-999
AL051906,UNNAMED,19060918,0600,,TS,34.3N,81.5W,40,-999
AL051906,UNNAMED,19060918,1200,,TD,35.0N,83.0W,30,-999
AL051906,UNNAMED,19060918,1800,,TD,35.5N,84.5W,30,-999
AL061906,UNNAMED,19060919,1200,,TD,12.0N,77.0W,30,-999
AL061906,UNNAMED,19060919,1800,,TD,12.1N,77.5W,30,-999
AL061906,UNNAMED,19060920,0000,,TS,12.2N,77.9W,35,-999
AL061906,UNNAMED,19060920,0600,,TS,12.3N,78.3W,35,-999
AL061906,UNNAMED,19060920,1200,,TS,12.5N,78.7W,35,-999
AL061906,UNNAMED,19060920,1800,,TS,12.8N,79.2W,35,-999
AL061906,UNNAMED,19060921,0000,,TS,13.2N,79.7W,35,-999
AL061906,UNNAMED,19060921,0600,,TS,13.6N,80.1W,35,-999
AL061906,UNNAMED,19060921,1200,,TS,14.0N,80.5W,35,-999
AL061906,UNNAMED,19060921,1800,,TS,14.6N,80.9W,35,-999
AL061906,UNNAMED,19060922,0000,,TS,15.2N,81.3W,40,-999
AL061906,UNNAMED,19060922,0600,,TS,15.8N,81.8W,40,-999
AL061906,UNNAMED,19060922,1200,,TS,16.3N,82.3W,45,-999
AL061906,UNNAMED,19060922,1800,,TS,16.9N,82.8W,45,-999
AL061906,UNNAMED,19060923,0000,,TS,17.5N,83.2W,50,-999
AL061906,UNNAMED,19060923,0600,,TS,18.1N,83.7W,50,-999
AL061906,UNNAMED,19060923,1200,,TS,18.7N,84.0W,55,-999
AL061906,UNNAMED,19060923,1800,,TS,19.3N,84.3W,60,-999
AL061906,UNNAMED,19060924,0000,,HU,20.0N,84.6W,65,-999
AL061906,UNNAMED,19060924,0600,,HU,20.6N,84.8W,70,-999
AL061906,UNNAMED,19060924,1200,,HU,21.4N,85.1W,75,-999
AL061906,UNNAMED,19060924,1800,,HU,21.9N,85.2W,80,-999
AL061906,UNNAMED,19060925,0000,,HU,22.3N,85.5W,85,-999
AL061906,UNNAMED,19060925,0600,,HU,22.8N,85.7W,90,-999
AL061906,UNNAMED,19060925,1200,,HU,23.3N,86.0W,95,-999
AL061906,UNNAMED,19060925,1800,,HU,24.0N,86.3W,100,-999
AL061906,UNNAMED,19060926,0000,,HU,24.7N,86.6W,105,-999
AL061906,UNNAMED,19060926,0600,,HU,25.5N,86.8W,105,-999
AL061906,UNNAMED,19060926,1200,,HU,26.3N,87.0W,105,953
AL061906,UNNAMED,19060926,1800,,HU,27.3N,87.4W,100,-999
AL061906,UNNAMED,19060927,0000,,HU,28.4N,87.9W,100,-999
AL061906,UNNAMED,19060927,0600,,HU,29.4N,88.4W,95,-999
AL061906,UNNAMED,19060927,1100,L,HU,30.2N,88.6W,95,-999
AL061906,UNNAMED,19060927,1200,,HU,30.4N,88.7W,95,958
AL061906,UNNAMED,19060927,1800,,HU,31.4N,89.0W,65,-999
AL061906,UNNAMED,19060928,0000,,TS,32.4N,89.3W,50,-999
AL061906,UNNAMED,19060928,0600,,TS,33.6N,89.6W,40,-999
AL061906,UNNAMED,19060928,1200,,TS,34.7N,89.9W,40,-999
AL061906,UNNAMED,19060928,1800,,TS,35.6N,90.2W,35,-999
AL061906,UNNAMED,19060929,0000,,TS,36.6N,90.4W,35,-999
AL061906,UNNAMED,19060929,0600,,TD,37.3N,90.5W,30,-999
AL061906,UNNAMED,19060929,1200,,EX,38.0N,90.3W,30,-999
AL061906,UNNAMED,19060929,1800,,EX,38.2N,89.4W,30,-999
AL061906,UNNAMED,19060930,0000,,EX,38.0N,88.4W,30,-999
AL061906,UNNAMED,19060930,0600,,EX,37.3N,87.5W,30,-999
AL071906,UNNAMED,19060922,0000,,TS,30.3N,31.9W,50,-999
AL071906,UNNAMED,19060922,0600,,TS,29.6N,32.9W,50,-999
AL071906,UNNAMED,19060922,1200,,TS,29.0N,33.8W,50,-999
AL071906,UNNAMED,19060922,1800,,TS,28.3N,34.7W,50,-999
AL071906,UNNAMED,19060923,0000,,TS,27.7N,35.6W,55,-999
AL071906,UNNAMED,19060923,0600,,TS,27.3N,36.4W,55,-999
AL071906,UNNAMED,19060923,1200,,TS,26.9N,37.1W,60,-999
AL071906,UNNAMED,19060923,1800,,TS,26.6N,37.8W,60,-999
AL071906,UNNAMED,19060924,0000,,TS,26.3N,38.5W,60,-999
AL071906,UNNAMED,19060924,0600,,TS,26.1N,39.2W,60,-999
AL071906,UNNAMED,19060924,1200,,TS,26.0N,40.0W,60,-999
AL071906,UNNAMED,19060924,1800,,TS,25.8N,40.7W,60,-999
AL071906,UNNAMED,19060925,0000,,TS,25.7N,41.5W,60,-999
AL071906,UNNAMED,19060925,0600,,TS,25.7N,42.2W,60,-999
AL071906,UNNAMED,19060925,1200,,TS,25.7N,43.0W,60,-999
AL071906,UNNAMED,19060925,1800,,TS,25.7N,43.7W,60,-999
AL071906,UNNAMED,19060926,0000,,TS,26.0N,44.3W,60,-999
AL071906,UNNAMED,19060926,0600,,TS,26.4N,44.6W,60,-999
AL071906,UNNAMED,19060926,1200,,TS,27.0N,44.7W,60,-999
AL071906,UNNAMED,19060926,1800,,TS,27.5N,44.7W,60,-999
AL071906,UNNAMED,19060927,0000,,TS,27.9N,44.4W,60,-999
AL071906,UNNAMED,19060927,0600,,TS,28.2N,44.0W,60,-999
AL071906,UNNAMED,19060927,1200,,TS,28.6N,43.3W,60,-999
AL071906,UNNAMED,19060927,1800,,TS,29.2N,42.3W,60,-999
AL071906,UNNAMED,19060928,0000,,TS,29.9N,41.0W,60,-999
AL071906,UNNAMED,19060928,0600,,TS,30.5N,39.7W,60,-999
AL071906,UNNAMED,19060928,1200,,TS,31.0N,38.5W,60,-999
AL071906,UNNAMED,19060928,1800,,TS,31.7N,37.0W,60,-999
AL071906,UNNAMED,19060929,0000,,TS,32.4N,35.4W,60,-999
AL071906,UNNAMED,19060929,0600,,TS,33.1N,33.7W,60,-999
AL071906,UNNAMED,19060929,1200,,TS,33.9N,32.2W,60,-999
AL071906,UNNAMED,19060929,1800,,TS,34.7N,30.8W,60,-999
AL071906,UNNAMED,19060930,0000,,TS,35.8N,29.6W,60,-999
AL071906,UNNAMED,19060930,0600,,TS,36.7N,28.7W,55,-999
AL071906,UNNAMED,19060930,1200,,TS,37.7N,27.7W,50,-999
AL071906,UNNAMED,19060930,1800,,TS,39.2N,26.3W,45,-999
AL071906,UNNAMED,19061001,0000,,TS,40.8N,24.4W,40,-999
AL071906,UNNAMED,19061001,0600,,EX,42.1N,22.5W,35,-999
AL071906,UNNAMED,19061001,1200,,EX,43.3N,20.5W,35,-999
AL071906,UNNAMED,19061001,1800,,EX,44.8N,18.0W,35,-999
AL071906,UNNAMED,19061002,0000,,EX,46.5N,15.0W,30,-999
AL071906,UNNAMED,19061002,0600,,EX,48.5N,11.2W,30,-999
AL071906,UNNAMED,19061002,1200,,EX,50.0N,8.0W,30,-999
AL071906,UNNAMED,19061002,1800,,EX,51.5N,4.7W,30,-999
AL081906,UNNAMED,19061008,0600,,TS,11.3N,76.4W,35,-999
AL081906,UNNAMED,19061008,1200,,TS,11.3N,77.3W,35,-999
AL081906,UNNAMED,19061008,1800,,TS,11.3N,78.3W,50,-999
AL081906,UNNAMED,19061009,0000,,HU,11.3N,79.3W,65,-999
AL081906,UNNAMED,19061009,0600,,HU,11.3N,80.4W,75,-999
AL081906,UNNAMED,19061009,1200,,HU,11.5N,81.5W,85,-999
AL081906,UNNAMED,19061009,1800,,HU,11.7N,82.4W,95,-999
AL081906,UNNAMED,19061010,0000,,HU,12.1N,83.1W,105,-999
AL081906,UNNAMED,19061010,0600,,HU,12.6N,83.9W,80,-999
AL081906,UNNAMED,19061010,1200,,HU,13.0N,84.6W,70,-999
AL081906,UNNAMED,19061010,1800,,HU,13.2N,85.1W,65,-999
AL081906,UNNAMED,19061011,0000,,TS,13.4N,85.5W,60,-999
AL081906,UNNAMED,19061011,0600,,TS,13.7N,85.9W,55,-999
AL081906,UNNAMED,19061011,1200,,TS,14.0N,86.3W,50,-999
AL081906,UNNAMED,19061011,1800,,TS,14.4N,86.7W,45,-999
AL081906,UNNAMED,19061012,0000,,TS,14.7N,86.9W,40,-999
AL081906,UNNAMED,19061012,0600,,TS,15.1N,87.1W,40,-999
AL081906,UNNAMED,19061012,1200,,TS,15.5N,87.3W,50,-999
AL081906,UNNAMED,19061012,1800,,HU,15.8N,87.4W,65,-999
AL081906,UNNAMED,19061013,0000,,HU,16.1N,87.6W,65,-999
AL081906,UNNAMED,19061013,0600,,HU,16.4N,87.8W,70,-999
AL081906,UNNAMED,19061013,1200,,HU,16.7N,88.0W,75,-999
AL081906,UNNAMED,19061013,1800,,HU,16.9N,88.1W,80,-999
AL081906,UNNAMED,19061014,0000,,HU,17.1N,88.2W,70,-999
AL081906,UNNAMED,19061014,0600,,HU,17.4N,88.3W,65,-999
AL081906,UNNAMED,19061014,1200,,TS,17.7N,88.3W,60,-999
AL081906,UNNAMED,19061014,1800,,TS,17.9N,88.3W,55,-999
AL081906,UNNAMED,19061015,0000,,TS,18.1N,88.2W,50,-999
AL081906,UNNAMED,19061015,0600,,TS,18.3N,88.1W,50,-999
AL081906,UNNAMED,19061015,1200,,TS,18.5N,88.0W,50,-999
AL081906,UNNAMED,19061015,1800,,TS,18.8N,87.8W,50,-999
AL081906,UNNAMED,19061016,0000,,TS,19.1N,87.6W,50,-999
AL081906,UNNAMED,19061016,0600,,TS,19.3N,87.3W,60,-999
AL081906,UNNAMED,19061016,1200,,HU,19.5N,87.0W,70,-999
AL081906,UNNAMED,19061016,1800,,HU,19.8N,86.3W,80,-999
AL081906,UNNAMED,19061017,0000,,HU,20.0N,85.7W,90,-999
AL081906,UNNAMED,19061017,0600,,HU,20.3N,85.1W,100,-999
AL081906,UNNAMED,19061017,1200,,HU,20.7N,84.0W,105,-999
AL081906,UNNAMED,19061017,1800,,HU,21.5N,82.7W,105,-999
AL081906,UNNAMED,19061018,0000,,HU,22.6N,82.1W,105,-999
AL081906,UNNAMED,19061018,0600,,HU,23.9N,81.6W,105,-999
AL081906,UNNAMED,19061018,1000,L,HU,24.7N,81.1W,105,-999
AL081906,UNNAMED,19061018,1200,L,HU,25.3N,80.7W,105,953
AL081906,UNNAMED,19061018,1800,,HU,26.6N,79.5W,95,-999
AL081906,UNNAMED,19061019,0000,,HU,27.9N,78.6W,90,-999
AL081906,UNNAMED,19061019,0600,,HU,29.0N,78.1W,85,-999
AL081906,UNNAMED,19061019,1200,,HU,30.0N,78.0W,80,-999
AL081906,UNNAMED,19061019,1800,,HU,30.5N,78.0W,80,-999
AL081906,UNNAMED,19061020,0000,,HU,30.9N,78.0W,75,-999
AL081906,UNNAMED,19061020,0600,,HU,31.4N,78.1W,75,-999
AL081906,UNNAMED,19061020,1200,,HU,31.7N,78.3W,70,-999
AL081906,UNNAMED,19061020,1800,,HU,32.1N,79.3W,70,-999
AL081906,UNNAMED,19061021,0000,,TS,31.7N,80.4W,60,-999
AL081906,UNNAMED,19061021,0600,,TS,30.7N,81.2W,50,-999
AL081906,UNNAMED,19061021,0900,L,TS,30.0N,81.4W,50,-999
AL081906,UNNAMED,19061021,1200,,TS,29.5N,81.5W,40,-999
AL081906,UNNAMED,19061021,1800,,TS,29.0N,81.5W,35,-999
AL081906,UNNAMED,19061022,0000,,TD,28.3N,81.6W,30,-999
AL081906,UNNAMED,19061022,0600,,TD,27.3N,81.7W,30,-999
AL081906,UNNAMED,19061022,1200,,TD,26.0N,82.0W,25,-999
AL081906,UNNAMED,19061022,1800,,TD,24.9N,82.8W,25,-999
AL081906,UNNAMED,19061023,0000,,TD,24.0N,83.8W,25,-999
AL081906,UNNAMED,19061023,0600,,TD,23.1N,84.8W,25,-999
AL081906,UNNAMED,19061023,1200,,TD,22.3N,85.7W,25,-999
AL081906,UNNAMED,19061023,1800,,TD,21.5N,86.6W,25,-999
AL091906,UNNAMED,19061014,0600,,TS,33.7N,62.0W,35,-999
AL091906,UNNAMED,19061014,1200,,TS,33.7N,63.5W,35,-999
AL091906,UNNAMED,19061014,1800,,TS,33.7N,65.1W,35,-999
AL091906,UNNAMED,19061015,0000,,TS,33.6N,66.9W,40,-999
AL091906,UNNAMED,19061015,0600,,TS,33.4N,68.2W,40,-999
